Queue Size,Token Possession,Buffer Size,Threshold,Delta Buffer,Delta Threshold
1800,1,6900,30,-2200,-10
1800,1,6900,40,-2200,0
1800,1,6900,50,-2200,0
1800,1,6900,60,-2200,0
1900,1,6900,10,-1900,0
1900,1,6900,20,-2200,0
1900,1,6900,30,-2200,0
1900,1,6900,40,-2200,10
1900,1,6900,50,-2200,10
1900,1,6900,60,-2200,-10
2000,1,6900,10,-1900,0
2000,1,6900,20,-1900,0
2000,1,6900,30,-1900,-10
2000,1,6900,40,-1900,0
2000,1,6900,50,-1900,0
2000,1,6900,60,-1900,0
2100,1,6900,10,-1900,10
2100,1,6900,20,-1900,10
2100,1,6900,30,-1900,10
2100,1,6900,40,-1900,0
2100,1,6900,50,-1900,-10
2100,1,6900,60,-1900,-10
2200,1,6900,10,-1600,0
2200,1,6900,20,-1600,10
2200,1,6900,30,-1900,0
2200,1,6900,40,-1600,10
2200,1,6900,50,-1900,0
2200,1,6900,60,-1900,0
2300,1,6900,10,-1600,10
2300,1,6900,20,-1600,-10
2300,1,6900,30,-1600,10
2300,1,6900,40,-1600,-10
2300,1,6900,50,-1600,0
2300,1,6900,60,-1600,10
2400,1,6900,10,-1600,0
2400,1,6900,20,-1600,-10
2400,1,6900,30,-1600,0
2400,1,6900,40,-1600,-10
2400,1,6900,50,-1600,10
2400,1,6900,60,-1600,-10
2500,1,6900,10,-1300,10
2500,1,6900,20,-1600,0
2500,1,6900,30,-1600,0
2500,1,6900,40,-1600,10
2500,1,6900,50,-1600,-10
2500,1,6900,60,-1300,0
2600,1,6900,10,-1300,0
2600,1,6900,20,-1300,0
2600,1,6900,30,-1300,10
2600,1,6900,40,-1300,0
2600,1,6900,50,-1300,10
2600,1,6900,60,-1300,0
2700,1,6900,10,-1300,0
2700,1,6900,20,-1300,0
2700,1,6900,30,-1300,0
2700,1,6900,40,-1300,-10
2700,1,6900,50,-1300,-10
2700,1,6900,60,-1300,10
2800,1,6900,10,-1000,-10
2800,1,6900,20,-1300,-10
2800,1,6900,30,-1000,10
2800,1,6900,40,-1300,-10
2800,1,6900,50,-1300,-10
2800,1,6900,60,-1300,-10
2900,1,6900,10,-1000,10
2900,1,6900,20,-1000,0
2900,1,6900,30,-1000,0
2900,1,6900,40,-1000,-10
2900,1,6900,50,-1000,10
2900,1,6900,60,-1000,-10
3000,1,6900,10,-1000,10
3000,1,6900,20,-1000,0
3000,1,6900,30,-1000,10
3000,1,6900,40,-1000,10
3000,1,6900,50,-1000,10
3000,1,6900,60,-1000,0
3100,1,6900,10,-1000,-10
3100,1,6900,20,-700,-10
3100,1,6900,30,-1000,0
3100,1,6900,40,-700,-10
3100,1,6900,50,-700,10
3100,1,6900,60,-700,-10
3200,1,6900,10,-700,0
3200,1,6900,20,-700,0
3200,1,6900,30,-700,10
3200,1,6900,40,-700,-10
3200,1,6900,50,-700,10
3200,1,6900,60,-700,-10
3300,1,6900,10,-700,0
3300,1,6900,20,-700,-10
3300,1,6900,30,-700,-10
3300,1,6900,40,-700,10
3300,1,6900,50,-700,10
3300,1,6900,60,-700,10
3400,1,6900,10,-700,0
3400,1,6900,20,-400,0
3400,1,6900,30,-400,-10
3400,1,6900,40,-700,10
3400,1,6900,50,-700,-10
3400,1,6900,60,-700,10
3500,1,6900,10,-400,-10
3500,1,6900,20,-400,0
3500,1,6900,30,-400,0
3500,1,6900,40,-400,0
3500,1,6900,50,-400,0
3500,1,6900,60,-400,-10
3600,1,6900,10,-400,0
3600,1,6900,20,-400,0
3600,1,6900,30,-400,10
3600,1,6900,40,-400,-10
3600,1,6900,50,-400,0
3600,1,6900,60,-400,0
3700,1,6900,10,-400,10
3700,1,6900,20,-400,-10
3700,1,6900,30,-100,0
3700,1,6900,40,-400,-10
3700,1,6900,50,-400,10
3700,1,6900,60,-100,-10
3800,1,6900,10,-100,-10
3800,1,6900,20,-100,10
3800,1,6900,30,-100,-10
3800,1,6900,40,-100,-10
3800,1,6900,50,-100,0
3800,1,6900,60,-100,0
3900,1,6900,10,-100,-10
3900,1,6900,20,-100,10
3900,1,6900,30,-100,-10
3900,1,6900,40,-100,-10
3900,1,6900,50,-100,10
3900,1,6900,60,-100,10
4000,1,6900,10,-100,0
4000,1,6900,20,-100,10
4000,1,6900,30,200,10
4000,1,6900,40,-100,-10
4000,1,6900,50,200,10
4000,1,6900,60,200,0
4100,1,6900,10,200,0
4100,1,6900,20,200,0
4100,1,6900,30,200,0
4100,1,6900,40,200,10
4100,1,6900,50,200,0
4100,1,6900,60,200,10
4200,1,6900,10,200,0
4200,1,6900,20,200,0
4200,1,6900,30,200,-10
4200,1,6900,40,200,-10
4200,1,6900,50,200,0
4200,1,6900,60,200,-10
4300,1,6900,10,200,-10
4300,1,6900,20,500,-10
4300,1,6900,30,200,-10
4300,1,6900,40,200,0
4300,1,6900,50,200,0
4300,1,6900,60,200,10
4400,1,6900,10,500,-10
4400,1,6900,20,500,-10
4400,1,6900,30,500,10
4400,1,6900,40,500,10
4400,1,6900,50,500,-10
4400,1,6900,60,500,-10
4500,1,6900,10,500,-10
4500,1,6900,20,500,-10
4500,1,6900,30,500,10
4500,1,6900,40,500,0
4500,1,6900,50,500,0
4500,1,6900,60,500,0
4600,1,6900,10,500,-10
4600,1,6900,20,800,0
4600,1,6900,30,800,10
4600,1,6900,40,500,10
4600,1,6900,50,800,10
4600,1,6900,60,500,0
4700,1,6900,10,800,-10
4700,1,6900,20,800,0
4700,1,6900,30,800,10
4700,1,6900,40,800,10
4700,1,6900,50,800,0
4700,1,6900,60,800,10
4800,1,6900,10,800,-10
4800,1,6900,20,800,0
4800,1,6900,30,800,-10
4800,1,6900,40,800,10
4800,1,6900,50,800,10
4800,1,6900,60,800,0
4900,1,6900,10,800,0
4900,1,6900,20,1100,10
4900,1,6900,30,1100,10
4900,1,6900,40,1100,0
4900,1,6900,50,1100,10
4900,1,6900,60,800,0
5000,1,6900,10,1100,10
5000,1,6900,20,1100,10
5000,1,6900,30,1100,0
5000,1,6900,40,1100,-10
5000,1,6900,50,1100,-10
5000,1,6900,60,1100,10
5100,1,6900,10,1100,0
5100,1,6900,20,1100,0
5100,1,6900,30,1100,-10
5100,1,6900,40,1100,10
5100,1,6900,50,1100,0
5100,1,6900,60,1100,-10
5200,1,6900,10,1100,10
5200,1,6900,20,1400,-10
5200,1,6900,30,1100,-10
5200,1,6900,40,1100,0
5200,1,6900,50,1400,0
5200,1,6900,60,1400,0
5300,1,6900,10,1400,-10
5300,1,6900,20,1400,-10
5300,1,6900,30,1400,0
5300,1,6900,40,1400,10
5300,1,6900,50,1400,10
5300,1,6900,60,1400,0
5400,1,6900,10,1400,-10
5400,1,6900,20,1400,10
5400,1,6900,30,1400,10
5400,1,6900,40,1400,-10
5400,1,6900,50,1400,-10
5400,1,6900,60,1400,-10
5500,1,6900,10,1700,0
5500,1,6900,20,1700,-10
5500,1,6900,30,1700,0
5500,1,6900,40,1700,-10
5500,1,6900,50,1400,-10
5500,1,6900,60,1400,-10
5600,1,6900,10,1700,-10
5600,1,6900,20,1700,0
5600,1,6900,30,1700,10
5600,1,6900,40,1700,0
5600,1,6900,50,1700,-10
5600,1,6900,60,1700,0
5700,1,6900,10,1700,0
5700,1,6900,20,1700,-10
5700,1,6900,30,1700,10
5700,1,6900,40,1700,-10
5700,1,6900,50,1700,-10
5700,1,6900,60,1700,10
5800,1,6900,10,2000,0
5800,1,6900,20,1700,-10
5800,1,6900,30,1700,-10
5800,1,6900,40,1700,-10
5800,1,6900,50,2000,-10
5800,1,6900,60,2000,0
5900,1,6900,10,2000,-10
5900,1,6900,20,2000,-10
5900,1,6900,30,2000,-10
5900,1,6900,40,2000,-10
5900,1,6900,50,2000,10
5900,1,6900,60,2000,0
6000,1,6900,10,2000,-10
6000,1,6900,20,2000,0
6000,1,6900,30,2000,10
6000,1,6900,40,2000,10
6000,1,6900,50,2000,-10
6000,1,6900,60,2000,10
6100,1,6900,10,2000,0
6100,1,6900,20,2000,0
6100,1,6900,30,2000,-10
6100,1,6900,40,2300,0
6100,1,6900,50,2300,0
6100,1,6900,60,2300,0
6200,1,6900,10,2300,0
6200,1,6900,20,2300,-10
6200,1,6900,30,2300,0
6200,1,6900,40,2300,10
6200,1,6900,50,2300,0
6200,1,6900,60,2300,-10
6300,1,6900,10,2300,10
6300,1,6900,20,2300,10
6300,1,6900,30,2300,-10
6300,1,6900,40,2300,10
6300,1,6900,50,2300,-10
6300,1,6900,60,2300,-10
6400,1,6900,10,2300,10
6400,1,6900,20,2600,0
6400,1,6900,30,2600,10
6400,1,6900,40,2600,10
6400,1,6900,50,2300,10
6400,1,6900,60,2600,0
6500,1,6900,10,2600,0
6500,1,6900,20,2600,-10
6500,1,6900,30,2600,0
6500,1,6900,40,2600,0
6500,1,6900,50,2600,0
6500,1,6900,60,2600,0
6600,1,6900,10,2600,-10
6600,1,6900,20,2600,10
6600,1,6900,30,2600,10
6600,1,6900,40,2600,-10
6600,1,6900,50,2600,-10
6600,1,6900,60,2600,-10
6700,1,6900,10,2900,10
6700,1,6900,20,2600,-10
6700,1,6900,30,2600,0
6700,1,6900,40,2900,0
6700,1,6900,50,2900,10
6700,1,6900,60,2900,10
6800,1,6900,10,2900,0
6800,1,6900,20,2900,-10
6800,1,6900,30,2900,0
6800,1,6900,40,2900,10
6800,1,6900,50,2900,10
6800,1,6900,60,2900,-10
6900,1,6900,10,2900,10
6900,1,6900,20,2900,-10
6900,1,6900,30,2900,0
6900,1,6900,40,2900,10
6900,1,6900,50,2900,-10
6900,1,6900,60,2900,10
0,0,7200,10,-4300,-10
0,0,7200,20,-4300,0
0,0,7200,30,-4300,-10
0,0,7200,40,-4300,-10
0,0,7200,50,-4300,-10
0,0,7200,60,-4300,-10
100,0,7200,10,-4300,10
100,0,7200,20,-4300,-10
100,0,7200,30,-4000,10
100,0,7200,40,-4000,-10
100,0,7200,50,-4000,0
100,0,7200,60,-4000,-10
200,0,7200,10,-4000,-10
200,0,7200,20,-4000,0
200,0,7200,30,-4000,-10
200,0,7200,40,-4000,-10
200,0,7200,50,-4000,-10
200,0,7200,60,-4000,0
300,0,7200,10,-4000,10
300,0,7200,20,-4000,10
300,0,7200,30,-4000,0
300,0,7200,40,-4000,-10
300,0,7200,50,-4000,-10
300,0,7200,60,-4000,10
400,0,7200,10,-3700,-10
400,0,7200,20,-3700,0
400,0,7200,30,-3700,0
400,0,7200,40,-4000,0
400,0,7200,50,-4000,10
400,0,7200,60,-4000,-10
500,0,7200,10,-3700,10
500,0,7200,20,-3700,-10
500,0,7200,30,-3700,0
500,0,7200,40,-3700,0
500,0,7200,50,-3700,0
500,0,7200,60,-3700,0
600,0,7200,10,-3700,10
600,0,7200,20,-3700,0
600,0,7200,30,-3700,0
600,0,7200,40,-3700,10
600,0,7200,50,-3700,-10
600,0,7200,60,-3700,10
700,0,7200,10,-3700,-10
700,0,7200,20,-3400,-10
700,0,7200,30,-3400,10
700,0,7200,40,-3400,10
700,0,7200,50,-3400,10
700,0,7200,60,-3400,-10
800,0,7200,10,-3400,-10
800,0,7200,20,-3400,-10
800,0,7200,30,-3400,-10
800,0,7200,40,-3400,0
800,0,7200,50,-3400,0
800,0,7200,60,-3400,0
900,0,7200,10,-3400,10
900,0,7200,20,-3400,0
900,0,7200,30,-3400,0
900,0,7200,40,-3400,10
900,0,7200,50,-3400,10
900,0,7200,60,-3400,-10
1000,0,7200,10,-3400,-10
1000,0,7200,20,-3400,-10
1000,0,7200,30,-3400,0
1000,0,7200,40,-3400,-10
1000,0,7200,50,-3400,-10
1000,0,7200,60,-3400,10
1100,0,7200,10,-3100,-10
1100,0,7200,20,-3100,-10
1100,0,7200,30,-3100,10
1100,0,7200,40,-3100,0
1100,0,7200,50,-3100,-10
1100,0,7200,60,-3100,-10
1200,0,7200,10,-3100,-10
1200,0,7200,20,-3100,10
1200,0,7200,30,-3100,0
1200,0,7200,40,-3100,-10
1200,0,7200,50,-3100,-10
1200,0,7200,60,-3100,0
1300,0,7200,10,-2800,-10
1300,0,7200,20,-3100,0
1300,0,7200,30,-2800,10
1300,0,7200,40,-3100,0
1300,0,7200,50,-3100,0
1300,0,7200,60,-2800,-10
1400,0,7200,10,-2800,0
1400,0,7200,20,-2800,-10
1400,0,7200,30,-2800,10
1400,0,7200,40,-2800,10
1400,0,7200,50,-2800,10
1400,0,7200,60,-2800,-10
1500,0,7200,10,-2800,0
1500,0,7200,20,-2800,0
1500,0,7200,30,-2800,10
1500,0,7200,40,-2800,0
1500,0,7200,50,-2800,0
1500,0,7200,60,-2800,10
1600,0,7200,10,-2500,-10
1600,0,7200,20,-2500,10
1600,0,7200,30,-2500,-10
1600,0,7200,40,-2500,0
1600,0,7200,50,-2800,-10
1600,0,7200,60,-2800,0
1700,0,7200,10,-2500,0
1700,0,7200,20,-2500,0
1700,0,7200,30,-2500,10
1700,0,7200,40,-2500,-10
1700,0,7200,50,-2500,-10
1700,0,7200,60,-2500,10
1800,0,7200,10,-2500,10
1800,0,7200,20,-2500,10
1800,0,7200,30,-2500,10
1800,0,7200,40,-2500,-10
1800,0,7200,50,-2500,-10
1800,0,7200,60,-2500,0
1900,0,7200,10,-2200,10
1900,0,7200,20,-2200,-10
1900,0,7200,30,-2200,0
1900,0,7200,40,-2500,10
1900,0,7200,50,-2200,0
1900,0,7200,60,-2200,10
2000,0,7200,10,-2200,-10
2000,0,7200,20,-2200,-10
2000,0,7200,30,-2200,0
2000,0,7200,40,-2200,-10
2000,0,7200,50,-2200,10
2000,0,7200,60,-2200,10
2100,0,7200,10,-2200,-10
2100,0,7200,20,-2200,10
2100,0,7200,30,-2200,10
2100,0,7200,40,-2200,10
2100,0,7200,50,-2200,-10
2100,0,7200,60,-2200,10
2200,0,7200,10,-2200,0
2200,0,7200,20,-2200,10
2200,0,7200,30,-1900,0
2200,0,7200,40,-1900,0
2200,0,7200,50,-1900,0
2200,0,7200,60,-2200,10
2300,0,7200,10,-1900,-10
2300,0,7200,20,-1900,10
2300,0,7200,30,-1900,-10
2300,0,7200,40,-1900,-10
2300,0,7200,50,-1900,0
2300,0,7200,60,-1900,-10
2400,0,7200,10,-1900,-10
2400,0,7200,20,-1900,-10
2400,0,7200,30,-1900,0
2400,0,7200,40,-1900,-10
2400,0,7200,50,-1900,-10
2400,0,7200,60,-1900,10
2500,0,7200,10,-1900,10
2500,0,7200,20,-1600,0
2500,0,7200,30,-1600,-10
2500,0,7200,40,-1600,10
2500,0,7200,50,-1600,0
2500,0,7200,60,-1900,0
2600,0,7200,10,-1600,0
2600,0,7200,20,-1600,10
2600,0,7200,30,-1600,0
2600,0,7200,40,-1600,0
2600,0,7200,50,-1600,-10
2600,0,7200,60,-1600,10
2700,0,7200,10,-1600,0
2700,0,7200,20,-1600,10
2700,0,7200,30,-1600,-10
2700,0,7200,40,-1600,-10
2700,0,7200,50,-1600,0
2700,0,7200,60,-1600,0
2800,0,7200,10,-1600,10
2800,0,7200,20,-1300,10
2800,0,7200,30,-1300,10
2800,0,7200,40,-1300,-10
2800,0,7200,50,-1600,0
2800,0,7200,60,-1300,10
2900,0,7200,10,-1300,0
2900,0,7200,20,-1300,10
2900,0,7200,30,-1300,10
2900,0,7200,40,-1300,0
2900,0,7200,50,-1300,-10
2900,0,7200,60,-1300,10
3000,0,7200,10,-1300,-10
3000,0,7200,20,-1300,-10
3000,0,7200,30,-1300,0
3000,0,7200,40,-1300,0
3000,0,7200,50,-1300,-10
3000,0,7200,60,-1300,0
3100,0,7200,10,-1000,0
3100,0,7200,20,-1300,0
3100,0,7200,30,-1000,0
3100,0,7200,40,-1300,0
3100,0,7200,50,-1000,-10
3100,0,7200,60,-1000,-10
3200,0,7200,10,-1000,10
3200,0,7200,20,-1000,0
3200,0,7200,30,-1000,10
3200,0,7200,40,-1000,-10
3200,0,7200,50,-1000,0
3200,0,7200,60,-1000,-10
3300,0,7200,10,-1000,-10
3300,0,7200,20,-1000,10
3300,0,7200,30,-1000,10
3300,0,7200,40,-1000,0
3300,0,7200,50,-1000,0
3300,0,7200,60,-1000,10
3400,0,7200,10,-700,0
3400,0,7200,20,-1000,-10
3400,0,7200,30,-1000,-10
3400,0,7200,40,-1000,10
3400,0,7200,50,-1000,10
3400,0,7200,60,-700,0
3500,0,7200,10,-700,-10
3500,0,7200,20,-700,-10
3500,0,7200,30,-700,-10
3500,0,7200,40,-700,-10
3500,0,7200,50,-700,0
3500,0,7200,60,-700,0
3600,0,7200,10,-700,0
3600,0,7200,20,-700,0
3600,0,7200,30,-700,10
3600,0,7200,40,-700,-10
3600,0,7200,50,-700,10
3600,0,7200,60,-700,0
3700,0,7200,10,-700,-10
3700,0,7200,20,-700,10
3700,0,7200,30,-400,10
3700,0,7200,40,-700,10
3700,0,7200,50,-700,0
3700,0,7200,60,-700,0
3800,0,7200,10,-400,10
3800,0,7200,20,-400,10
3800,0,7200,30,-400,0
3800,0,7200,40,-400,0
3800,0,7200,50,-400,0
3800,0,7200,60,-400,-10
3900,0,7200,10,-400,-10
3900,0,7200,20,-400,10
3900,0,7200,30,-400,-10
3900,0,7200,40,-400,-10
3900,0,7200,50,-400,0
3900,0,7200,60,-400,-10
4000,0,7200,10,-100,0
4000,0,7200,20,-400,-10
4000,0,7200,30,-100,10
4000,0,7200,40,-400,10
4000,0,7200,50,-100,-10
4000,0,7200,60,-100,-10
4100,0,7200,10,-100,10
4100,0,7200,20,-100,10
4100,0,7200,30,-100,-10
4100,0,7200,40,-100,-10
4100,0,7200,50,-100,10
4100,0,7200,60,-100,-10
4200,0,7200,10,-100,0
4200,0,7200,20,-100,10
4200,0,7200,30,-100,0
4200,0,7200,40,-100,10
4200,0,7200,50,-100,0
4200,0,7200,60,-100,0
4300,0,7200,10,200,10
4300,0,7200,20,200,-10
4300,0,7200,30,200,10
4300,0,7200,40,-100,-10
4300,0,7200,50,-100,10
4300,0,7200,60,-100,10
4400,0,7200,10,200,-10
4400,0,7200,20,200,0
4400,0,7200,30,200,10
4400,0,7200,40,200,-10
4400,0,7200,50,200,-10
4400,0,7200,60,200,-10
4500,0,7200,10,200,10
4500,0,7200,20,200,-10
4500,0,7200,30,200,0
4500,0,7200,40,200,10
4500,0,7200,50,200,0
4500,0,7200,60,200,10
4600,0,7200,10,500,-10
4600,0,7200,20,500,0
4600,0,7200,30,500,-10
4600,0,7200,40,200,10
4600,0,7200,50,200,10
4600,0,7200,60,200,0
4700,0,7200,10,500,10
4700,0,7200,20,500,-10
4700,0,7200,30,500,0
4700,0,7200,40,500,0
4700,0,7200,50,500,-10
4700,0,7200,60,500,0
4800,0,7200,10,500,0
4800,0,7200,20,500,-10
4800,0,7200,30,500,10
4800,0,7200,40,500,0
4800,0,7200,50,500,0
4800,0,7200,60,500,-10
4900,0,7200,10,800,-10
4900,0,7200,20,500,10
4900,0,7200,30,800,-10
4900,0,7200,40,800,-10
4900,0,7200,50,500,-10
4900,0,7200,60,500,0
5000,0,7200,10,800,10
5000,0,7200,20,800,-10
5000,0,7200,30,800,0
5000,0,7200,40,800,-10
5000,0,7200,50,800,-10
5000,0,7200,60,800,0
5100,0,7200,10,800,0
5100,0,7200,20,800,0
5100,0,7200,30,800,10
5100,0,7200,40,800,0
5100,0,7200,50,800,10
5100,0,7200,60,800,-10
5200,0,7200,10,800,-10
5200,0,7200,20,1100,-10
5200,0,7200,30,800,-10
5200,0,7200,40,800,10
5200,0,7200,50,800,-10
5200,0,7200,60,1100,0
5300,0,7200,10,1100,0
5300,0,7200,20,1100,-10
5300,0,7200,30,1100,10
5300,0,7200,40,1100,-10
5300,0,7200,50,1100,-10
5300,0,7200,60,1100,0
5400,0,7200,10,1100,10
5400,0,7200,20,1100,-10
5400,0,7200,30,1100,10
5400,0,7200,40,1100,-10
5400,0,7200,50,1100,-10
5400,0,7200,60,1100,10
5500,0,7200,10,1400,0
5500,0,7200,20,1100,10
5500,0,7200,30,1400,0
5500,0,7200,40,1100,0
5500,0,7200,50,1400,0
5500,0,7200,60,1400,-10
5600,0,7200,10,1400,-10
5600,0,7200,20,1400,10
5600,0,7200,30,1400,-10
5600,0,7200,40,1400,-10
5600,0,7200,50,1400,10
5600,0,7200,60,1400,0
5700,0,7200,10,1400,-10
5700,0,7200,20,1400,0
5700,0,7200,30,1400,-10
5700,0,7200,40,1400,0
5700,0,7200,50,1400,0
5700,0,7200,60,1400,0
5800,0,7200,10,1400,-10
5800,0,7200,20,1400,10
5800,0,7200,30,1400,10
5800,0,7200,40,1700,-10
5800,0,7200,50,1400,0
5800,0,7200,60,1700,0
5900,0,7200,10,1700,-10
5900,0,7200,20,1700,0
5900,0,7200,30,1700,0
5900,0,7200,40,1700,10
5900,0,7200,50,1700,-10
5900,0,7200,60,1700,0
6000,0,7200,10,1700,10
6000,0,7200,20,1700,-10
6000,0,7200,30,1700,-10
6000,0,7200,40,1700,0
6000,0,7200,50,1700,10
6000,0,7200,60,1700,-10
6100,0,7200,10,2000,10
6100,0,7200,20,1700,10
6100,0,7200,30,2000,10
6100,0,7200,40,2000,0
6100,0,7200,50,2000,10
6100,0,7200,60,1700,-10
6200,0,7200,10,2000,0
6200,0,7200,20,2000,10
6200,0,7200,30,2000,-10
6200,0,7200,40,2000,-10
6200,0,7200,50,2000,-10
6200,0,7200,60,2000,0
6300,0,7200,10,2000,0
6300,0,7200,20,2000,10
6300,0,7200,30,2000,-10
6300,0,7200,40,2000,10
6300,0,7200,50,2000,10
6300,0,7200,60,2000,-10
6400,0,7200,10,2000,0
6400,0,7200,20,2300,-10
6400,0,7200,30,2000,-10
6400,0,7200,40,2000,10
6400,0,7200,50,2300,-10
6400,0,7200,60,2000,10
6500,0,7200,10,2300,0
6500,0,7200,20,2300,-10
6500,0,7200,30,2300,-10
6500,0,7200,40,2300,0
6500,0,7200,50,2300,-10
6500,0,7200,60,2300,0
6600,0,7200,10,2300,-10
6600,0,7200,20,2300,0
6600,0,7200,30,2300,0
6600,0,7200,40,2300,-10
6600,0,7200,50,2300,10
6600,0,7200,60,2300,10
6700,0,7200,10,2600,10
6700,0,7200,20,2300,-10
6700,0,7200,30,2600,-10
6700,0,7200,40,2300,-10
6700,0,7200,50,2300,-10
6700,0,7200,60,2600,0
6800,0,7200,10,2600,-10
6800,0,7200,20,2600,0
6800,0,7200,30,2600,10
6800,0,7200,40,2600,0
6800,0,7200,50,2600,0
6800,0,7200,60,2600,10
6900,0,7200,10,2600,0
6900,0,7200,20,2600,0
6900,0,7200,30,2600,0
6900,0,7200,40,2600,0
6900,0,7200,50,2600,-10
6900,0,7200,60,2600,10
7000,0,7200,10,2900,10
7000,0,7200,20,2900,-10
7000,0,7200,30,2900,0
7000,0,7200,40,2600,0
7000,0,7200,50,2600,-10
7000,0,7200,60,2900,-10
7100,0,7200,10,2900,-10
7100,0,7200,20,2900,10
7100,0,7200,30,2900,10
7100,0,7200,40,2900,0
7100,0,7200,50,2900,0
7100,0,7200,60,2900,-10
7200,0,7200,10,2900,10
7200,0,7200,20,2900,10
7200,0,7200,30,2900,-10
7200,0,7200,40,2900,-10
7200,0,7200,50,2900,-10
7200,0,7200,60,2900,-10
0,1,7200,10,-4300,-10
0,1,7200,20,-4300,-10
0,1,7200,30,-4300,-10
0,1,7200,40,-4300,-10
0,1,7200,50,-4300,10
0,1,7200,60,-4300,-10
100,1,7200,10,-4300,-10
100,1,7200,20,-4300,-10
100,1,7200,30,-4300,10
100,1,7200,40,-4300,10
100,1,7200,50,-4000,10
100,1,7200,60,-4300,-10
200,1,7200,10,-4000,10
200,1,7200,20,-4000,10
200,1,7200,30,-4000,-10
200,1,7200,40,-4000,10
200,1,7200,50,-4000,-10
200,1,7200,60,-4000,0
300,1,7200,10,-4000,10
300,1,7200,20,-4000,0
300,1,7200,30,-4000,0
300,1,7200,40,-4000,-10
300,1,7200,50,-4000,0
300,1,7200,60,-4000,-10
400,1,7200,10,-4000,-10
400,1,7200,20,-3700,10
400,1,7200,30,-3700,-10
400,1,7200,40,-3700,0
400,1,7200,50,-4000,10
400,1,7200,60,-4000,-10
500,1,7200,10,-3700,-10
500,1,7200,20,-3700,0
500,1,7200,30,-3700,0
500,1,7200,40,-3700,10
500,1,7200,50,-3700,-10
500,1,7200,60,-3700,-10
600,1,7200,10,-3700,10
600,1,7200,20,-3700,10
600,1,7200,30,-3700,0
600,1,7200,40,-3700,10
600,1,7200,50,-3700,-10
600,1,7200,60,-3700,0
700,1,7200,10,-3400,10
700,1,7200,20,-3400,10
700,1,7200,30,-3400,10
700,1,7200,40,-3400,0
700,1,7200,50,-3400,-10
700,1,7200,60,-3400,10
800,1,7200,10,-3400,-10
800,1,7200,20,-3400,-10
800,1,7200,30,-3400,-10
800,1,7200,40,-3400,-10
800,1,7200,50,-3400,10
800,1,7200,60,-3400,10
900,1,7200,10,-3400,10
900,1,7200,20,-3400,0
900,1,7200,30,-3400,10
900,1,7200,40,-3400,10
900,1,7200,50,-3400,10
900,1,7200,60,-3400,0
1000,1,7200,10,-3100,-10
1000,1,7200,20,-3100,0
1000,1,7200,30,-3400,10
1000,1,7200,40,-3100,0
1000,1,7200,50,-3100,0
1000,1,7200,60,-3100,0
1100,1,7200,10,-3100,0
1100,1,7200,20,-3100,10
1100,1,7200,30,-3100,0
1100,1,7200,40,-3100,0
1100,1,7200,50,-3100,0
1100,1,7200,60,-3100,0
1200,1,7200,10,-3100,10
1200,1,7200,20,-3100,-10
1200,1,7200,30,-3100,-10
1200,1,7200,40,-3100,0
1200,1,7200,50,-3100,-10
1200,1,7200,60,-3100,10
1300,1,7200,10,-3100,-10
1300,1,7200,20,-2800,-10
1300,1,7200,30,-2800,-10
1300,1,7200,40,-3100,0
1300,1,7200,50,-2800,-10
1300,1,7200,60,-2800,10
1400,1,7200,10,-2800,0
1400,1,7200,20,-2800,-10
1400,1,7200,30,-2800,0
1400,1,7200,40,-2800,10
1400,1,7200,50,-2800,10
1400,1,7200,60,-2800,-10
1500,1,7200,10,-2800,-10
1500,1,7200,20,-2800,-10
1500,1,7200,30,-2800,-10
1500,1,7200,40,-2800,0
1500,1,7200,50,-2800,0
1500,1,7200,60,-2800,-10
1600,1,7200,10,-2500,10
1600,1,7200,20,-2500,10
1600,1,7200,30,-2500,10
1600,1,7200,40,-2500,0
1600,1,7200,50,-2800,0
1600,1,7200,60,-2800,10
1700,1,7200,10,-2500,0
1700,1,7200,20,-2500,0
1700,1,7200,30,-2500,0
1700,1,7200,40,-2500,10
1700,1,7200,50,-2500,10
1700,1,7200,60,-2500,10
1800,1,7200,10,-2500,0
1800,1,7200,20,-2500,0
1800,1,7200,30,-2500,10
1800,1,7200,40,-2500,0
1800,1,7200,50,-2500,10
1800,1,7200,60,-2500,10
1900,1,7200,10,-2200,10
1900,1,7200,20,-2200,0
1900,1,7200,30,-2500,0
1900,1,7200,40,-2500,10
1900,1,7200,50,-2500,-10
1900,1,7200,60,-2500,10
2000,1,7200,10,-2200,0
2000,1,7200,20,-2200,10
2000,1,7200,30,-2200,10
2000,1,7200,40,-2200,-10
2000,1,7200,50,-2200,-10
2000,1,7200,60,-2200,10
2100,1,7200,10,-2200,0
2100,1,7200,20,-2200,10
2100,1,7200,30,-2200,0
2100,1,7200,40,-2200,10
2100,1,7200,50,-2200,10
2100,1,7200,60,-2200,-10
2200,1,7200,10,-2200,0
2200,1,7200,20,-2200,0
2200,1,7200,30,-2200,0
2200,1,7200,40,-1900,0
2200,1,7200,50,-1900,0
2200,1,7200,60,-2200,10
2300,1,7200,10,-1900,0
2300,1,7200,20,-1900,0
2300,1,7200,30,-1900,-10
2300,1,7200,40,-1900,0
2300,1,7200,50,-1900,-10
2300,1,7200,60,-1900,0
2400,1,7200,10,-1900,-10
2400,1,7200,20,-1900,0
2400,1,7200,30,-1900,10
